Complexity SS-Gen-Time SS-Gen-Memory SLang2PY-Time SLang2PY-Memory AVG-CodeSize
1	0.01	0.01	0.07	0.5	0.01
4	0.01	0.01	0.08	0.8	0.02
16	0.01	0.26	0.12	1.55	0.03
64	0.01	0.26	0.98	19.36	0.09
128	0.01	0.26	3.42	48.86	0.15
256	0.01	0.26	10.12	63.24	0.31
512	0.01	0.26	42.25	70.67	0.59
1024	0.02	0.26	158.94	81.91	1.21
2048	0.03	0.26	678.01	178.45	2.35
4096	0.06	0.26	2714.47	291.71	4.77
